Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,age_group
2023/06/09 2:36:09 PM GMT+5:30,7,Male,multiple times a week,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Unknown,First page,2,No,Sometimes,Found a better price elsewhere,Rarely,No,Never,Sometimes,Yes,2,4,Competitive prices,irrelevant product suggestions,377198,18-24
2023/06/06 7:39:44 PM GMT+5:30,32,Female,few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,categories,First page,1,Maybe,Rarely,Changed my mind or no longer need the item,Often,Yes,Rarely,Sometimes,Yes,4,3,Product recommendations,irrelevant product suggestions,796310,25-34
2023/06/09 2:36:09 PM GMT+5:30,20,Other,less than once a month,Groceries and Gourmet Food,Yes,Rarely,Filter,First page,3,No,Never,others,Rarely,No,Rarely,Yes,Yes,4,1,Product recommendations,i have no problem with amazon yet. but others tell me about the refund issues,779009,18-24
2023/06/08 7:46:31 PM GMT+5:30,61,Male,once a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,others,Multiple pages,3,Maybe,Never,others,Often,Yes,Occasionally,Sometimes,No,5,3,Product recommendations,no problems with amazon,306518,55+
2023/06/11 11:05:38 PM GMT+5:30,49,Female,few times a month,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,First page,1,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,No,3,2,.,product quality and accuracy,975752,45-54
2023/06/08 5:16:17 PM GMT+5:30,36,Female,once a week,Beauty and Personal Care;others,Sometimes,Rarely,categories,Multiple pages,3,Yes,Never,Changed my mind or no longer need the item,Never,No,Heavily,Sometimes,Yes,1,3,Quick delivery,irrelevant product suggestions,704027,35-44
2023/06/12 4:03:59 PM GMT+5:30,15,Other,once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,Filter,Multiple pages,4,Yes,Often,others,Never,No,Heavily,Yes,Sometimes,4,2,User-friendly website/app interface,better app interface and lower shipping charges,160273,18-24
2023/06/11 10:48:27 PM GMT+5:30,26,Male,multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,others,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Yes,Yes,5,4,Quick delivery,User Interface,812745,25-34
2023/06/11 11:20:18 PM GMT+5:30,60,Other,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,First page,5,Yes,Never,Found a better price elsewhere,Always,Yes,Never,Sometimes,No,3,4,User-friendly website/app interface,no problems with amazon,812778,55+
2023/06/05 1:32:57 PM GMT+5:30,40,Other,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Filter,First page,2,Yes,Always,Found a better price elsewhere,Often,Yes,Moderately,Yes,Yes,4,3,.,Unknown,530173,35-44
2023/06/08 5:32:09 PM GMT+5:30,7,Other,less than once a month,Clothing and Fashion;others,No,Rarely,Filter,Multiple pages,5,Yes,Always,others,Sometimes,No,Heavily,Yes,Yes,4,1,Customer service ,quality of product is very poor according to the big offers,938071,18-24
2023/06/08 5:15:27 PM GMT+5:30,50,Female,once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Multiple times a day,categories,First page,1,Maybe,Sometimes,High shipping costs,Never,Yes,Heavily,Sometimes,No,5,1,Wide product selection,scrolling option would be much better than going to next page,663272,45-54
2023/06/07 3:08:03 AM GMT+5:30,6,Female,few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a month,Filter,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Never,Yes,Never,Yes,Yes,4,5,Wide product selection,quality of product is very poor according to the big offers,579765,18-24
2023/06/05 10:04:32 PM GMT+5:30,34,Other,once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Unknown,Multiple pages,4,Maybe,Always,High shipping costs,Often,No,Occasionally,No,No,3,4,Product recommendations,User Interface,454888,25-34
2023/06/07 12:01:15 PM GMT+5:30,42,Female,once a week,Clothing and Fashion;others,Yes,Rarely,categories,First page,2,No,Sometimes,Changed my mind or no longer need the item,Never,No,Rarely,No,Yes,2,2,Wide product selection,nothing,683295,35-44
2023/06/11 11:04:55 PM GMT+5:30,61,Female,once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Filter,First page,5,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,Yes,4,4,.,User Interface,655488,55+
2023/06/07 10:07:42 PM GMT+5:30,10,Male,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,5,Maybe,Always,Changed my mind or no longer need the item,Never,No,Moderately,Yes,No,4,2,Customer service ,reducing packaging waste,454048,18-24
2023/06/11 11:04:55 PM GMT+5:30,51,Female,less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,categories,First page,2,Maybe,Rarely,Found a better price elsewhere,Rarely,No,Rarely,Sometimes,Sometimes,1,5,User-friendly website/app interface,add more familiar brands to the list,289527,45-54
2023/06/07 12:58:28 AM GMT+5:30,14,Male,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,Unknown,First page,5,Maybe,Never,others,Sometimes,Yes,Occasionally,Yes,No,3,1,Product recommendations,User Interface,601974,18-24
2023/06/08 5:20:43 PM GMT+5:30,65,Other,once a week,Home and Kitchen;others,Yes,Few times a week,Keyword,First page,5,Maybe,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,No,No,4,1,.,Unknown,567064,55+
2023/06/09 2:39:47 PM GMT+5:30,9,Female,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Unknown,First page,1,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,No,No,4,2,Quick delivery,Unknown,959470,18-24
2023/06/08 9:17:38 PM GMT+5:30,29,Male,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,Unknown,First page,2,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,Yes,4,5,All the above,User Interface,372386,25-34
2023/06/08 5:33:01 PM GMT+5:30,10,Other,few times a month,Groceries and Gourmet Food,No,Few times a week,others,First page,5,Yes,Often,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,Yes,1,3,Quick delivery,User Interface,805683,18-24
2023/06/07 9:28:09 AM GMT+5:30,29,Male,multiple times a week,Groceries and Gourmet Food,Sometimes,Multiple times a day,categories,Multiple pages,5,No,Always,others,Sometimes,Yes,Never,No,No,3,5,All the above,quality of product is very poor according to the big offers,123843,25-34
2023/06/08 3:26:38 AM GMT+5:30,23,Female,few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,Unknown,Multiple pages,1,Maybe,Always,High shipping costs,Often,Yes,Never,Yes,No,1,1,Customer service ,nothing,437743,18-24
2023/06/06 9:59:35 AM GMT+5:30,9,Male,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a week,others,First page,3,Maybe,Always,Found a better price elsewhere,Never,Yes,Rarely,No,No,4,1,.,i don't have any problem with amazon,700762,18-24
2023/06/07 11:54:03 AM GMT+5:30,47,Other,multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a month,categories,Multiple pages,4,No,Always,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,Yes,1,2,Customer service ,add more familiar brands to the list,649239,45-54
2023/06/08 7:46:31 PM GMT+5:30,60,Other,multiple times a week,others,No,Rarely,Filter,First page,1,No,Rarely,Changed my mind or no longer need the item,Always,No,Rarely,No,Sometimes,2,3,Customer service ,reducing packaging waste,563426,55+
2023/06/06 6:33:23 PM GMT+5:30,52,Male,once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,others,First page,1,No,Rarely,Found a better price elsewhere,Sometimes,No,Rarely,No,Sometimes,2,4,.,i don't have any problem with amazon,440622,45-54
2023/06/05 12:05:20 AM GMT+5:30,49,Other,few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,Keyword,Multiple pages,1,No,Never,Found a better price elsewhere,Always,Yes,Never,Sometimes,Yes,2,3,Competitive prices,shipping speed and reliability,108113,45-54
2023/06/09 3:23:38 PM GMT+5:30,13,Female,once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,4,No,Often,Found a better price elsewhere,Never,No,Heavily,Yes,No,5,5,Customer service ,quality of product is very poor according to the big offers,228872,18-24
2023/06/07 9:27:03 AM GMT+5:30,35,Male,once a week,Home and Kitchen;others,Sometimes,Rarely,Unknown,First page,1,Maybe,Never,Found a better price elsewhere,Never,Yes,Rarely,Yes,No,2,5,Wide product selection,irrelevant product suggestions,333365,35-44
2023/06/09 3:18:25 PM GMT+5:30,52,Female,once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,5,No,Always,High shipping costs,Rarely,No,Never,Yes,No,3,4,Quick delivery,irrelevant product suggestions,669686,45-54
2023/06/12 3:57:52 PM GMT+5:30,45,Female,multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,No,3,3,User-friendly website/app interface,Unknown,651998,45-54
2023/06/07 9:28:09 AM GMT+5:30,5,Other,once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,4,No,Often,High shipping costs,Often,No,Rarely,No,Yes,5,2,All the above,User Interface,885246,18-24
2023/06/04 8:01:45 PM GMT+5:30,66,Male,once a week,Beauty and Personal Care,No,Rarely,Filter,First page,2,Maybe,Often,others,Always,Yes,Heavily,Yes,No,2,4,All the above,User Interface,812260,55+
2023/06/07 10:09:54 PM GMT+5:30,52,Other,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a week,Keyword,Multiple pages,4,Yes,Never,Found a better price elsewhere,Often,No,Moderately,No,Yes,5,5,User-friendly website/app interface,Unknown,679727,45-54
2023/06/04 11:57:10 PM GMT+5:30,50,Other,less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,1,Maybe,Never,Found a better price elsewhere,Often,Yes,Heavily,Yes,No,5,2,Wide product selection,reducing packaging waste,406978,45-54
2023/06/05 10:37:36 AM GMT+5:30,22,Other,once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,Keyword,Multiple pages,5,No,Sometimes,others,Always,No,Never,No,No,4,1,Competitive prices,irrelevant product suggestions,627382,18-24
2023/06/09 2:34:43 PM GMT+5:30,21,Male,few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,First page,4,Yes,Rarely,High shipping costs,Rarely,No,Rarely,No,Sometimes,5,1,Quick delivery,User Interface,742032,18-24
2023/06/07 11:54:03 AM GMT+5:30,50,Female,once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,Sometimes,4,5,Product recommendations,add more familiar brands to the list,618973,45-54
2023/06/04 11:24:41 PM GMT+5:30,26,Other,multiple times a week,Clothing and Fashion;others,Sometimes,Few times a month,Unknown,Multiple pages,3,No,Sometimes,others,Never,No,Moderately,No,Sometimes,5,2,Competitive prices,scrolling option would be much better than going to next page,592155,25-34
2023/06/08 5:58:03 PM GMT+5:30,7,Male,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,First page,3,Yes,Always,High shipping costs,Often,Yes,Occasionally,Sometimes,No,5,5,User-friendly website/app interface,i have no problem with amazon yet. but others tell me about the refund issues,433956,18-24
2023/06/07 1:33:51 PM GMT+5:30,14,Other,once a week,Groceries and Gourmet Food,Sometimes,Few times a week,Unknown,First page,2,Yes,Sometimes,others,Often,Yes,Heavily,No,Yes,5,3,Customer service ,better app interface and lower shipping charges,107147,18-24
2023/06/05 4:46:52 PM GMT+5:30,53,Male,once a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,others,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Never,Yes,Never,No,Sometimes,3,5,All the above,nothing,355625,45-54
2023/06/08 10:39:27 PM GMT+5:30,16,Female,once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,categories,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,Yes,Yes,5,2,Product recommendations,product quality and accuracy,638061,18-24
2023/06/11 11:24:21 PM GMT+5:30,20,Male,few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,5,No,Rarely,Found a better price elsewhere,Sometimes,No,Heavily,No,No,3,2,.,product quality and accuracy,768256,18-24
2023/06/07 10:17:40 PM GMT+5:30,50,Other,once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,Filter,First page,1,No,Sometimes,Found a better price elsewhere,Often,Yes,Never,No,Yes,4,4,Customer service,add more familiar brands to the list,745405,45-54
2023/06/07 10:39:21 PM GMT+5:30,31,Female,less than once a month,others,Sometimes,Few times a week,Filter,First page,3,Maybe,Always,Found a better price elsewhere,Rarely,Yes,Occasionally,No,No,3,5,User-friendly website/app interface,User Interface,544978,25-34
2023/06/11 11:15:37 PM GMT+5:30,49,Male,less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Keyword,First page,3,Yes,Sometimes,High shipping costs,Never,No,Rarely,No,No,3,1,Competitive prices,Unknown,352318,45-54
2023/06/04 11:38:30 PM GMT+5:30,13,Male,less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Unknown,Multiple pages,1,No,Sometimes,Found a better price elsewhere,Never,No,Moderately,No,Sometimes,1,5,All the above,User Interface,174335,18-24
2023/06/06 7:18:01 PM GMT+5:30,45,Other,once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,4,Yes,Often,High shipping costs,Often,Yes,Never,Sometimes,No,1,4,Customer service ,i have no problem with amazon yet. but others tell me about the refund issues,687610,45-54
2023/06/09 10:26:01 AM GMT+5:30,38,Male,multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,Sometimes,2,3,All the above,reducing packaging waste,959899,35-44
2023/06/07 9:23:41 PM GMT+5:30,34,Other,once a month,Groceries and Gourmet Food,Yes,Multiple times a day,Unknown,Multiple pages,2,Yes,Sometimes,High shipping costs,Sometimes,No,Moderately,Sometimes,Sometimes,1,3,Customer service,User Interface,307015,25-34
2023/06/09 2:44:09 PM GMT+5:30,6,Male,once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,others,First page,1,Maybe,Never,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,Sometimes,1,2,Customer service ,shipping speed and reliability,619153,18-24
2023/06/11 10:59:30 PM GMT+5:30,24,Other,few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,Unknown,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,No,3,3,Customer service ,User Interface,542637,18-24
2023/06/05 8:43:26 AM GMT+5:30,5,Other,once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,Unknown,Multiple pages,1,Maybe,Sometimes,others,Sometimes,No,Occasionally,Yes,Yes,3,3,Product recommendations,i don't have any problem with amazon,792368,18-24
2023/06/08 5:48:55 PM GMT+5:30,43,Male,less than once a month,Beauty and Personal Care;others,Sometimes,Multiple times a day,categories,First page,2,No,Always,High shipping costs,Rarely,Yes,Rarely,No,Yes,4,2,All the above,User Interface,669442,35-44
2023/06/05 2:25:28 PM GMT+5:30,15,Other,once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Unknown,First page,4,No,Never,High shipping costs,Always,No,Rarely,Sometimes,Sometimes,3,3,Competitive prices,shipping speed and reliability,575931,18-24
2023/06/11 10:44:46 PM GMT+5:30,66,Other,multiple times a week,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,5,Maybe,Never,High shipping costs,Always,Yes,Moderately,Yes,No,4,5,Wide product selection,irrelevant product suggestions,251641,55+
