Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/05 10:04:32 PM GMT+5:30,34,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,nan,Multiple pages,4,Maybe,Always,High shipping costs,Often,No,Occasionally,No,2,No,3,4,Product recommendations,UI,454888
2023/06/07 12:01:15 PM GMT+5:30,42,Female,Once a week,Clothing and Fashion;others,Yes,Rarely,categories,First page,2,No,Sometimes,Changed my mind or no longer need the item,Never,No,Rarely,No,4,Yes,2,2,Wide product selection,Nothing,683295
2023/06/11 11:04:55 PM GMT+5:30,61,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Filter,First page,5,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,3,Yes,4,4,.,User interface of app,655488
2023/06/07 10:07:42 PM GMT+5:30,10,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,5,Maybe,Always,Changed my mind or no longer need the item,Never,No,Moderately,Yes,2,No,4,2,Customer service ,Reducing packaging waste,454048
2023/06/11 11:04:55 PM GMT+5:30,51,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,categories,First page,2,Maybe,Rarely,Found a better price elsewhere,Rarely,No,Rarely,Sometimes,2,Sometimes,1,5,User-friendly website/app interface,Add more familiar brands to the list,289527
2023/06/07 12:58:28 AM GMT+5:30,14,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,nan,First page,5,Maybe,Never,others,Sometimes,Yes,Occasionally,Yes,1,No,3,1,Product recommendations,UI,601974
2023/06/08 5:20:43 PM GMT+5:30,65,Others,Once a week,Home and Kitchen;others,Yes,Few times a week,Keyword,First page,5,Maybe,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,No,5,No,4,1,.,.,567064
2023/06/09 2:39:47 PM GMT+5:30,9,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,nan,First page,1,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,No,2,No,4,2,Quick delivery,.,959470
2023/06/08 9:17:38 PM GMT+5:30,29,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,nan,First page,2,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,5,Yes,4,5,All the above,User interface of app,372386
2023/06/08 5:33:01 PM GMT+5:30,10,Others,Few times a month,Groceries and Gourmet Food,No,Few times a week,others,First page,5,Yes,Often,Changed my mind or no longer need the item,Often,No,Heavily,Sometimes,3,Yes,1,3,Quick delivery,User interface ,805683
2023/06/07 9:28:09 AM GMT+5:30,29,Male,Multiple times a week,Groceries and Gourmet Food,Sometimes,Multiple times a day,categories,Multiple pages,5,No,Always,others,Sometimes,Yes,Never,No,2,No,3,5,All the above,Quality of product is very poor according to the big offers,123843
2023/06/08 3:26:38 AM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,nan,Multiple pages,1,Maybe,Always,High shipping costs,Often,Yes,Never,Yes,1,No,1,1,Customer service ,Nothing,437743
2023/06/06 9:59:35 AM GMT+5:30,9,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a week,others,First page,3,Maybe,Always,Found a better price elsewhere,Never,Yes,Rarely,No,1,No,4,1,.,I don't have any problem with Amazon,700762
2023/06/07 11:54:03 AM GMT+5:30,47,Others,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a month,categories,Multiple pages,4,No,Always,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,5,Yes,1,2,Customer service ,Add more familiar brands to the list,649239
2023/06/08 7:46:31 PM GMT+5:30,60,Others,Multiple times a week,others,No,Rarely,Filter,First page,1,No,Rarely,Changed my mind or no longer need the item,Always,No,Rarely,No,3,Sometimes,2,3,Customer service ,Reducing packaging waste,563426
2023/06/06 6:33:23 PM GMT+5:30,52,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,others,First page,1,No,Rarely,Found a better price elsewhere,Sometimes,No,Rarely,No,3,Sometimes,2,4,.,I don't have any problem with Amazon,440622
2023/06/05 12:05:20 AM GMT+5:30,49,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,Keyword,Multiple pages,1,No,Never,Found a better price elsewhere,Always,Yes,Never,Sometimes,5,Yes,2,3,Competitive prices,Shipping speed and reliability,108113
2023/06/09 3:23:38 PM GMT+5:30,13,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,4,No,Often,Found a better price elsewhere,Never,No,Heavily,Yes,1,No,5,5,Customer service ,Quality of product is very poor according to the big offers,228872
2023/06/07 9:27:03 AM GMT+5:30,35,Male,Once a week,Home and Kitchen;others,Sometimes,Rarely,nan,First page,1,Maybe,Never,Found a better price elsewhere,Never,Yes,Rarely,Yes,4,No,2,5,Wide product selection,Irrelevant product suggestions,333365
2023/06/09 3:18:25 PM GMT+5:30,52,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,5,No,Always,High shipping costs,Rarely,No,Never,Yes,3,No,3,4,Quick delivery,Irrelevant product suggestions,669686
2023/06/12 3:57:52 PM GMT+5:30,45,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,3,No,3,3,User-friendly website/app interface,.,651998
2023/06/07 9:28:09 AM GMT+5:30,5,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,4,No,Often,High shipping costs,Often,No,Rarely,No,2,Yes,5,2,All the above,User interface of app,885246
2023/06/04 8:01:45 PM GMT+5:30,66,Male,Once a week,Beauty and Personal Care,No,Rarely,Filter,First page,2,Maybe,Often,others,Always,Yes,Heavily,Yes,4,No,2,4,All the above,User interface of app,812260
2023/06/07 10:09:54 PM GMT+5:30,52,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a week,Keyword,Multiple pages,4,Yes,Never,Found a better price elsewhere,Often,No,Moderately,No,3,Yes,5,5,User-friendly website/app interface,.,679727
2023/06/04 11:57:10 PM GMT+5:30,50,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,Multiple pages,1,Maybe,Never,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,No,5,2,Wide product selection,Reducing packaging waste,406978
2023/06/05 10:37:36 AM GMT+5:30,22,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,Keyword,Multiple pages,5,No,Sometimes,others,Always,No,Never,No,4,No,4,1,Competitive prices,Irrelevant product suggestions,627382
2023/06/09 2:34:43 PM GMT+5:30,21,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,First page,4,Yes,Rarely,High shipping costs,Rarely,No,Rarely,No,4,Sometimes,5,1,Quick delivery,User interface of app,742032
2023/06/07 11:54:03 AM GMT+5:30,50,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,4,5,Product recommendations,Add more familiar brands to the list,618973
2023/06/04 11:24:41 PM GMT+5:30,26,Prefer not to say,Multiple times a week,Clothing and Fashion;others,Sometimes,Few times a month,nan,Multiple pages,3,No,Sometimes,others,Never,No,Moderately,No,5,Sometimes,5,2,Competitive prices,Scrolling option would be much better than going to next page,592155
2023/06/08 5:58:03 PM GMT+5:30,7,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,First page,3,Yes,Always,High shipping costs,Often,Yes,Occasionally,Sometimes,1,No,5,5,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues ,433956
2023/06/07 1:33:51 PM GMT+5:30,14,Others,Once a week,Groceries and Gourmet Food,Sometimes,Few times a week,nan,First page,2,Yes,Sometimes,others,Often,Yes,Heavily,No,4,Yes,5,3,Customer service ,better app interface and lower shipping charges,107147
2023/06/05 4:46:52 PM GMT+5:30,53,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,others,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Never,Yes,Never,No,4,Sometimes,3,5,All the above,Nothing,355625
2023/06/08 10:39:27 PM GMT+5:30,16,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,categories,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,Yes,2,Yes,5,2,Product recommendations,Product quality and accuracy,638061
2023/06/11 11:24:21 PM GMT+5:30,20,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,5,No,Rarely,Found a better price elsewhere,Sometimes,No,Heavily,No,5,No,3,2,.,Product quality and accuracy,768256
2023/06/07 10:17:40 PM GMT+5:30,50,Others,Once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a month,Filter,First page,1,No,Sometimes,Found a better price elsewhere,Often,Yes,Never,No,4,Yes,4,4,Customer service,Add more familiar brands to the list,745405
2023/06/07 10:39:21 PM GMT+5:30,31,Female,Less than once a month,others,Sometimes,Few times a week,Filter,First page,3,Maybe,Always,Found a better price elsewhere,Rarely,Yes,Occasionally,No,2,No,3,5,User-friendly website/app interface,User interface of app,544978
2023/06/11 11:15:37 PM GMT+5:30,49,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Keyword,First page,3,Yes,Sometimes,High shipping costs,Never,No,Rarely,No,5,No,3,1,Competitive prices,.,352318
2023/06/04 11:38:30 PM GMT+5:30,13,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,nan,Multiple pages,1,No,Sometimes,Found a better price elsewhere,Never,No,Moderately,No,3,Sometimes,1,5,All the above,User interface ,174335
2023/06/06 7:18:01 PM GMT+5:30,45,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,categories,Multiple pages,4,Yes,Often,High shipping costs,Often,Yes,Never,Sometimes,5,No,1,4,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,687610
2023/06/09 10:26:01 AM GMT+5:30,38,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Filter,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Sometimes,2,3,All the above,Reducing packaging waste,959899
2023/06/07 9:23:41 PM GMT+5:30,34,Prefer not to say,Once a month,Groceries and Gourmet Food,Yes,Multiple times a day,nan,Multiple pages,2,Yes,Sometimes,High shipping costs,Sometimes,No,Moderately,Sometimes,2,Sometimes,1,3,Customer service,UI,307015
2023/06/09 2:44:09 PM GMT+5:30,6,Male,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,others,First page,1,Maybe,Never,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,4,Sometimes,1,2,Customer service ,Shipping speed and reliability,619153
2023/06/11 10:59:30 PM GMT+5:30,24,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,nan,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,1,No,3,3,Customer service ,User interface of app,542637
2023/06/05 8:43:26 AM GMT+5:30,5,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,nan,Multiple pages,1,Maybe,Sometimes,others,Sometimes,No,Occasionally,Yes,1,Yes,3,3,Product recommendations,I don't have any problem with Amazon,792368
2023/06/08 5:48:55 PM GMT+5:30,43,Male,Less than once a month,Beauty and Personal Care;others,Sometimes,Multiple times a day,categories,First page,2,No,Always,High shipping costs,Rarely,Yes,Rarely,No,1,Yes,4,2,All the above,User interface ,669442
2023/06/05 2:25:28 PM GMT+5:30,15,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,nan,First page,4,No,Never,High shipping costs,Always,No,Rarely,Sometimes,4,Sometimes,3,3,Competitive prices,Shipping speed and reliability,575931
2023/06/11 10:44:46 PM GMT+5:30,66,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,5,Maybe,Never,High shipping costs,Always,Yes,Moderately,Yes,4,No,4,5,Wide product selection,Irrelevant product suggestions,251641
2023/06/05 10:09:03 PM GMT+5:30,23,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,5,Yes,Rarely,High shipping costs,Never,No,Rarely,Yes,3,Yes,1,3,Wide product selection,UI,262564
2023/06/05 7:16:40 AM GMT+5:30,7,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Filter,Multiple pages,2,Yes,Often,others,Often,No,Occasionally,No,1,Sometimes,2,4,User-friendly website/app interface,Product quality and accuracy,551457
2023/06/06 7:17:17 PM GMT+5:30,55,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,others,Multiple pages,5,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,5,Yes,4,3,All the above,Shipping speed and reliability,490634
2023/06/11 11:10:59 PM GMT+5:30,12,Others,Once a month,Beauty and Personal Care;others,Yes,Rarely,Keyword,First page,5,Yes,Often,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,5,Sometimes,5,1,.,Product quality and accuracy,759838
2023/06/09 10:30:39 AM GMT+5:30,47,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,others,First page,2,Yes,Rarely,others,Rarely,Yes,Occasionally,Yes,3,Yes,2,5,.,Quality of product is very poor according to the big offers,781478
2023/06/07 9:17:50 PM GMT+5:30,8,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple times a day,Keyword,Multiple pages,4,Maybe,Never,Found a better price elsewhere,Often,Yes,Never,Yes,2,Yes,1,4,Wide product selection,Customer service responsiveness,811409
2023/06/07 6:20:53 PM GMT+5:30,5,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,Multiple pages,1,Maybe,Rarely,others,Often,No,Occasionally,Sometimes,4,Yes,1,3,Quick delivery,User interface ,933283
2023/06/06 9:08:20 PM GMT+5:30,30,Male,Once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Multiple times a day,nan,First page,1,No,Sometimes,High shipping costs,Sometimes,Yes,Rarely,Sometimes,2,No,1,3,Competitive prices,I don't have any problem with Amazon,542089
2023/06/06 6:35:33 PM GMT+5:30,27,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,First page,2,Maybe,Never,Found a better price elsewhere,Always,Yes,Heavily,Sometimes,5,Sometimes,1,3,Customer service,Nothing,237718
2023/06/09 4:31:06 PM GMT+5:30,60,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,5,No,Often,Changed my mind or no longer need the item,Always,Yes,Rarely,No,5,No,3,1,Wide product selection,Nil,832196
2023/06/11 11:07:31 PM GMT+5:30,13,Male,Less than once a month,Beauty and Personal Care,No,Multiple times a day,Filter,First page,1,Yes,Always,High shipping costs,Always,No,Occasionally,Sometimes,5,Yes,1,2,All the above,Nothing,982972
2023/06/09 4:32:00 PM GMT+5:30,23,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,others,First page,4,No,Often,High shipping costs,Rarely,Yes,Moderately,Yes,5,Sometimes,4,2,.,.,480726
2023/06/09 3:19:53 PM GMT+5:30,47,Prefer not to say,Few times a month,Beauty and Personal Care,Yes,Few times a month,nan,First page,3,No,Always,High shipping costs,Always,Yes,Never,No,5,No,3,1,Customer service ,User interface of app,709087
2023/06/04 9:10:51 PM GMT+5:30,16,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Filter,First page,1,Maybe,Never,Found a better price elsewhere,Often,No,Rarely,No,2,Yes,5,1,Quick delivery,Add more familiar brands to the list,712664
